ts_datetime,ts_frc,hh_datetime,hh_frc,ts_cond,ts_wattemp
2019-08-15T09:17:00.000+06,0.54,2019-08-15T15:42:00.000+06,0.2,292,29.1
2019-08-20T07:54:00.000+06,0.73,2019-08-20T14:32:00.000+06,0.34,316,28
2019-08-19T09:39:00.000+06,0.6,2019-08-19T15:44:00.000+06,0.08,320.67,28.4
2019-08-20T08:06:00.000+06,0.71,2019-08-20T14:42:00.000+06,0.61,311,28.1
2019-08-20T08:48:00.000+06,0.48,2019-08-20T14:36:00.000+06,0.19,297.82,27.5
2019-08-15T08:13:00.000+06,0.96,2019-08-15T14:59:00.000+06,0.65,332,27.2
2019-08-15T08:23:00.000+06,0.95,2019-08-15T15:06:00.000+06,0.57999999999999996,326,27
2019-08-20T08:16:00.000+06,0.42,2019-08-20T14:59:00.000+06,0.11,312,28.2
2019-08-20T09:02:00.000+06,0.49,2019-08-20T14:49:00.000+06,0.2,297.82,27.7
2019-08-15T08:35:00.000+06,1.0900000000000001,2019-08-15T15:26:00.000+06,0.37,327,27.2
2019-08-20T09:11:00.000+06,0.4,2019-08-20T14:58:00.000+06,0.17,297.82,28
2019-08-21T08:35:00.000+06,1.1399999999999999,2019-08-21T14:50:00.000+06,0.56999999999999995,311,29.4
2019-08-15T08:49:00.000+06,0.92,2019-08-15T15:34:00.000+06,0.2,326,27.2
2019-08-20T09:23:00.000+06,0.44,2019-08-20T15:08:00.000+06,0.31,297.82,28
2019-08-15T09:05:00.000+06,0.82,2019-08-15T15:53:00.000+06,7.0000000000000007E-2,325,27.2
2019-08-20T09:32:00.000+06,0.46,2019-08-20T15:17:00.000+06,0.32,297.82,28.2
2019-08-17T15:26:00.000+06,1.03,2019-08-18T07:44:00.000+06,0.02,472,28.5
2019-08-17T14:45:00.000+06,0.75,2019-08-18T07:39:00.000+06,0.43,365,28.4
2019-08-17T15:35:00.000+06,1.08,2019-08-18T08:15:00.000+06,0.05,469,28.2
2019-08-17T14:57:00.000+06,0.72,2019-08-18T07:46:00.000+06,0.28000000000000003,355,28.7
2019-08-17T15:43:00.000+06,0.59,2019-08-18T08:26:00.000+06,0.53,289,28.1
2019-08-17T15:16:00.000+06,0.73,2019-08-18T07:56:00.000+06,0.37,351,28.5
2019-08-21T08:33:00.000+06,0.69,2019-08-21T14:27:00.000+06,0.4,297.82,27.9
2019-08-17T15:55:00.000+06,0.69,2019-08-18T08:40:00.000+06,0.5,290,27.9
2019-08-17T15:23:00.000+06,0.53,2019-08-18T08:07:00.000+06,0.15,340,27.8
2019-08-21T08:44:00.000+06,0.66,2019-08-21T14:37:00.000+06,0.56000000000000005,297.82,28.1
2019-08-17T16:09:00.000+06,0.7,2019-08-18T07:56:00.000+06,0.5,292,28
2019-08-17T15:40:00.000+06,0.73,2019-08-18T08:19:00.000+06,0.38,346,27.9
2019-08-18T16:29:00.000+06,0.69,2019-08-19T07:34:00.000+06,0.26,291,27.8
2019-08-18T15:02:00.000+06,0.78,2019-08-19T07:19:00.000+06,0.51,368,29.4
2019-08-18T16:34:00.000+06,0.67,2019-08-19T08:15:00.000+06,0.57999999999999996,295,27.8
2019-08-18T16:42:00.000+06,0.75,2019-08-19T08:40:00.000+06,0.09,291,28.2
2019-08-19T16:04:00.000+06,0.33,2019-08-20T07:58:00.000+06,0.08,387,27.6
2019-08-18T16:49:00.000+06,0.69,2019-08-19T08:26:00.000+06,0.45,293,28.1
2019-08-18T16:59:00.000+06,0.68,2019-08-19T08:05:00.000+06,0.3,292,28.2
2019-08-15T08:53:00.000+06,7.0000000000000007E-2,2019-08-15T15:15:00.000+06,0.04,320.67,28.2
2019-08-19T15:56:00.000+06,0.86,2019-08-20T07:59:00.000+06,0.48,294,28.6
2019-08-17T08:20:00.000+06,0.19,2019-08-17T14:32:00.000+06,0.11,320.67,27.7
2019-08-21T08:20:00.000+06,0.33,2019-08-21T14:19:00.000+06,0.19,297.82,28.1
2019-08-22T09:32:00.000+06,0.73,2019-08-22T15:16:00.000+06,0.42,297.82,27.8
2019-08-22T09:10:00.000+06,0.71,2019-08-22T14:24:00.000+06,0.28000000000000003,474,28.6
2019-08-22T08:43:00.000+06,0.8,2019-08-22T14:45:00.000+06,0.43,367.97,28
2019-08-22T08:31:00.000+06,0.99,2019-08-22T15:02:00.000+06,0.98,306,28.7
2019-08-22T08:55:00.000+06,0.83,2019-08-22T15:04:00.000+06,0.55000000000000004,367.97,28
2019-08-22T08:45:00.000+06,0.61,2019-08-22T15:10:00.000+06,0.28000000000000003,308,28.8
2019-08-22T09:09:00.000+06,0.82,2019-08-22T15:14:00.000+06,0.51,367.97,27.8
2019-08-24T08:05:00.000+06,0.86,2019-08-24T14:32:00.000+06,0.49,367.97,27.5
2019-08-22T09:44:00.000+06,0.65,2019-08-22T14:51:00.000+06,0.59,476,29.1
2019-08-24T08:38:00.000+06,0.47,2019-08-24T14:55:00.000+06,0.4,300,27.3
2019-08-24T08:46:00.000+06,0.42,2019-08-24T15:11:00.000+06,0.09,295,27.6
2019-08-24T15:02:00.000+06,0.22,2019-08-25T06:45:00.000+06,0.06,320.67,27.5
2019-08-24T08:18:00.000+06,0.76,2019-08-24T14:42:00.000+06,0.47,367.97,27.2
2019-08-24T08:32:00.000+06,0.81,2019-08-24T14:50:00.000+06,0.43,367.97,27.3
2019-08-24T09:13:00.000+06,0.27,2019-08-24T15:25:00.000+06,0.1,290,27.9
2019-08-24T08:44:00.000+06,0.72,2019-08-24T15:07:00.000+06,0.54,367.97,27.4
2019-08-24T15:15:00.000+06,0.2,2019-08-25T06:58:00.000+06,0.04,320.67,27.5
2019-08-24T09:00:00.000+06,0.73,2019-08-24T15:20:00.000+06,0.43,367.97,27.94
2019-08-24T09:22:00.000+06,0.51,2019-08-24T15:35:00.000+06,0.06,292,28.2
2019-08-26T08:20:00.000+06,1.45,2019-08-26T15:15:00.000+06,0.75,367.97,27.94
2019-08-24T15:27:00.000+06,0.21,2019-08-25T07:20:00.000+06,7.0000000000000007E-2,320.67,27.6
2019-08-26T09:06:00.000+06,0.87,2019-08-26T16:57:00.000+06,0.34,477,28.8
2019-08-26T08:30:00.000+06,1.48,2019-08-26T15:29:00.000+06,0.81,367.97,27.94
2019-08-24T15:38:00.000+06,0.22,2019-08-25T07:33:00.000+06,0.08,320.67,27.8
2019-08-26T08:42:00.000+06,1.4,2019-08-26T15:41:00.000+06,0.74,367.97,27.94
2019-08-26T09:19:00.000+06,0.95,2019-08-26T17:12:00.000+06,0.09,472,28
2019-08-26T08:53:00.000+06,1.43,2019-08-26T15:54:00.000+06,0.8,367.97,27.94
2019-08-26T09:27:00.000+06,0.83,2019-08-26T17:15:00.000+06,7.0000000000000007E-2,474,29
2019-08-24T14:47:00.000+06,1.54,2019-08-25T07:49:00.000+06,1.23,346,27.3
2019-08-26T09:54:00.000+06,0.72,2019-08-26T17:26:00.000+06,0.12,472,28.5
2019-08-27T08:08:00.000+06,0.74,2019-08-27T14:50:00.000+06,0.38,329.62,27.94
2019-08-27T08:21:00.000+06,0.69,2019-08-27T15:02:00.000+06,0.41,329.62,27.94
2019-08-24T15:28:00.000+06,1.68,2019-08-25T07:31:00.000+06,1.38,319,27.5
2019-08-24T15:40:00.000+06,1.82,2019-08-25T07:18:00.000+06,0.94,313,27.6
2019-08-27T08:42:00.000+06,0.69,2019-08-27T15:22:00.000+06,0.52,329.62,27.94
2019-08-25T15:05:00.000+06,0.46,2019-08-26T07:11:00.000+06,0.04,334,29.5
2019-08-25T15:17:00.000+06,0.39,2019-08-26T07:21:00.000+06,0.13,306,28.9
2019-08-27T08:55:00.000+06,0.66,2019-08-27T15:38:00.000+06,0.34,329.62,27.94
2019-08-27T08:40:00.000+06,0.73,2019-08-27T15:26:00.000+06,0.35,291,27.8
2019-08-27T08:51:00.000+06,0.74,2019-08-27T15:37:00.000+06,0.48,291,27.8
2019-08-25T15:30:00.000+06,0.41,2019-08-26T07:32:00.000+06,0.08,306,28.3
2019-08-25T15:44:00.000+06,0.39,2019-08-26T07:43:00.000+06,0.18,308,28.1
2019-08-27T09:01:00.000+06,0.72,2019-08-27T15:49:00.000+06,0.2,292,28.1
2019-08-25T15:55:00.000+06,0.45,2019-08-26T07:53:00.000+06,0.1,308,28.6
2019-08-28T08:11:00.000+06,0.48,2019-08-28T13:52:00.000+06,0.25,329.62,27.94
2019-08-25T16:08:00.000+06,0.45,2019-08-26T08:02:00.000+06,0.19,308,28.1
2019-08-28T08:19:00.000+06,0.52,2019-08-28T14:07:00.000+06,0.28999999999999998,329.62,27.94
2019-08-28T08:23:00.000+06,0.79,2019-08-28T14:18:00.000+06,0.1,476,28.3
2019-08-28T08:33:00.000+06,0.82,2019-08-28T14:34:00.000+06,0.42,470,28
2019-08-26T15:44:00.000+06,0.31,2019-08-27T08:08:00.000+06,0.12,320.67,28.5
2019-08-28T08:29:00.000+06,0.5,2019-08-28T14:19:00.000+06,0.23,329.62,27.94
2019-08-26T15:55:00.000+06,0.25,2019-08-27T08:18:00.000+06,0.04,320.67,28.4
2019-08-28T08:43:00.000+06,0.53,2019-08-28T14:29:00.000+06,0.3,329.62,27.94
2019-08-28T08:53:00.000+06,0.54,2019-08-28T14:43:00.000+06,0.26,329.62,27.94
2019-08-26T15:01:00.000+06,1.27,2019-08-27T07:32:00.000+06,0.84,310,28.3
2019-08-26T15:09:00.000+06,1.06,2019-08-27T07:40:00.000+06,0.24,307,28.3
2019-08-26T16:15:00.000+06,0.31,2019-08-27T08:43:00.000+06,0.06,320.67,28.6
2019-08-28T08:53:00.000+06,0.78,2019-08-28T14:49:00.000+06,0.63,472,28.4
2019-08-28T09:03:00.000+06,0.48,2019-08-28T14:54:00.000+06,0.17,472,30.4
2019-08-27T15:01:00.000+06,0.22,2019-08-28T08:46:00.000+06,0.05,320.67,28.6
2019-08-27T14:37:00.000+06,0.63,2019-08-28T07:10:00.000+06,0.22,308,28.7
2019-08-22T08:26:00.000+06,0.77,2019-08-22T14:18:00.000+06,0.46,367.97,27.5
2019-08-27T15:11:00.000+06,0.2,2019-08-28T08:33:00.000+06,0.06,320.67,28.2
2019-08-27T14:47:00.000+06,0.65,2019-08-28T07:18:00.000+06,0.25,305,28.8
2019-08-27T14:58:00.000+06,0.83,2019-08-28T07:27:00.000+06,0.46,305,28.2
2019-08-27T15:27:00.000+06,0.12,2019-08-27T15:38:00.000+06,0.04,320.67,27.9
2019-08-22T08:34:00.000+06,0.78,2019-08-22T14:30:00.000+06,0.49,320.67,27.6
2019-08-27T15:11:00.000+06,0.48,2019-08-28T07:41:00.000+06,0.09,317,28.7
2019-08-27T15:45:00.000+06,0.15,2019-08-28T07:59:00.000+06,0.03,320.67,27.9
2019-08-26T09:00:00.000+06,1.41,2019-08-26T16:05:00.000+06,0.92,367.97,27.94
2019-08-27T15:26:00.000+06,0.56000000000000005,2019-08-28T07:50:00.000+06,0.12,312,28.6
2019-08-27T08:33:00.000+06,0.7,2019-08-27T15:12:00.000+06,0.52,329.62,27.94
2019-08-26T09:36:00.000+06,0.8,2019-08-26T17:21:00.000+06,0.06,473,28.3
2019-08-27T15:57:00.000+06,0.13,2019-08-28T08:22:00.000+06,0.04,320.67,28.1
2019-08-27T08:31:00.000+06,0.57999999999999996,2019-08-27T15:14:00.000+06,0.26,289,27.3
2019-08-28T08:42:00.000+06,0.84,2019-08-28T14:43:00.000+06,0.76,472,28.4
2019-08-26T14:52:00.000+06,1.37,2019-08-27T07:22:00.000+06,1.1200000000000001,313,28.1
2019-08-26T15:17:00.000+06,1.06,2019-08-27T07:47:00.000+06,0.68,311,28.3
2019-08-26T15:25:00.000+06,0.91,2019-08-27T07:55:00.000+06,0.22,309,28.2
2019-08-22T09:04:00.000+06,0.48,2019-08-22T14:17:00.000+06,0.04,484,28.6
2019-08-22T08:11:00.000+06,0.51,2019-08-22T14:39:00.000+06,0.41,307,27.7
2019-08-22T08:22:00.000+06,1.45,2019-08-22T14:51:00.000+06,1.01,304,28.1
2019-08-24T15:01:00.000+06,1.54,2019-08-25T07:41:00.000+06,0.74,321,27.4
2019-08-24T15:52:00.000+06,0.24,2019-08-25T07:48:00.000+06,0.08,320.67,27.4
2019-08-26T16:05:00.000+06,0.28999999999999998,2019-08-27T08:29:00.000+06,0.1,320.67,28.9
2019-08-26T16:25:00.000+06,0.21,2019-08-27T08:55:00.000+06,0.1,320.67,28.7
2019-08-22T08:47:00.000+06,0.74,2019-08-22T14:24:00.000+06,0.36,297.82,27.8
2019-08-22T08:58:00.000+06,0.72,2019-08-22T14:37:00.000+06,0.19,297.82,27.7
2019-08-22T09:08:00.000+06,0.65,2019-08-22T14:46:00.000+06,0.4,297.82,27.5
2019-08-22T09:21:00.000+06,0.71,2019-08-22T14:58:00.000+06,0.38,297.82,27.6
2019-08-29T08:17:00.000+06,0.51,2019-08-29T14:53:00.000+06,0.36,297.82,27.5
2019-08-29T08:16:00.000+06,0.92,2019-08-29T15:02:00.000+06,0.39,312,27.3
2019-08-29T08:25:00.000+06,0.76,2019-08-29T15:33:00.000+06,0.23,291,28.4
2019-08-29T08:29:00.000+06,0.52,2019-08-29T15:02:00.000+06,0.33,297.82,28.1
2019-08-29T08:24:00.000+06,7.0000000000000007E-2,2019-08-29T15:09:00.000+06,0.02,329.62,27.94
2019-08-29T08:38:00.000+06,0.85,2019-08-29T15:47:00.000+06,0.33,294,28.4
2019-08-29T08:42:00.000+06,0.55000000000000004,2019-08-29T15:12:00.000+06,0.24,297.82,27.6
2019-08-29T08:47:00.000+06,0.78,2019-08-29T15:57:00.000+06,0.51,290,28.4
2019-08-29T08:38:00.000+06,1.1399999999999999,2019-08-29T15:23:00.000+06,0.99,316,27.6
2019-08-29T08:59:00.000+06,0.74,2019-08-29T16:06:00.000+06,0.01,295,29
2019-08-29T08:49:00.000+06,1.03,2019-08-29T16:01:00.000+06,0.68,312,27.6
2019-08-29T08:46:00.000+06,0.1,2019-08-29T15:32:00.000+06,0.05,329.62,27.94
2019-08-31T08:36:00.000+06,0.95,2019-08-31T15:11:00.000+06,0.56000000000000005,297.82,27.7
2019-08-29T08:57:00.000+06,0.18,2019-08-29T15:45:00.000+06,0.09,329.62,27.94
2019-08-31T08:48:00.000+06,0.89,2019-08-31T15:21:00.000+06,0.52,297.82,27.7
2019-08-29T09:05:00.000+06,0.13,2019-08-29T15:53:00.000+06,0.04,329.62,27.94
2019-08-31T09:03:00.000+06,0.96,2019-08-31T15:30:00.000+06,0.68,297.82,28.2
2019-08-31T09:24:00.000+06,1.28,2019-08-31T15:51:00.000+06,0.83,297.82,28.7
2019-08-31T08:35:00.000+06,0.49,2019-08-31T15:26:00.000+06,0.09,313,28.2
2019-09-01T08:52:00.000+06,1.01,2019-09-01T14:59:00.000+06,0.46,329.11,28.4
2019-09-01T09:03:00.000+06,0.87,2019-09-01T15:10:00.000+06,0.42,329.11,28.5
2019-08-31T15:33:00.000+06,0.66,2019-09-01T07:40:00.000+06,0.01,367.97,27.94
2019-09-01T07:54:00.000+06,0.6,2019-09-01T14:48:00.000+06,0.33,309,27.3
2019-08-31T16:09:00.000+06,0.63,2019-09-01T08:41:00.000+06,0.55000000000000004,297,28.2
2019-09-01T09:35:00.000+06,0.84,2019-09-01T15:36:00.000+06,0.66,329.11,29
2019-08-31T15:53:00.000+06,0.74,2019-09-01T08:07:00.000+06,0.01,367.97,27.94
2019-09-01T09:47:00.000+06,0.81,2019-09-01T15:47:00.000+06,0.52,329.11,29.1
2019-08-31T16:02:00.000+06,0.68,2019-09-01T08:20:00.000+06,0.2,367.97,27.94
2019-09-01T08:10:00.000+06,0.7,2019-09-01T15:06:00.000+06,0.45,309,27.3
2019-08-31T16:11:00.000+06,0.71,2019-09-01T08:34:00.000+06,0.18,367.97,27.94
2019-09-01T08:20:00.000+06,0.76,2019-09-01T15:21:00.000+06,0.48,310,27.5
2019-09-01T15:24:00.000+06,0.72,2019-09-02T07:46:00.000+06,0.4,367.97,27.92
2019-09-01T15:39:00.000+06,0.77,2019-09-02T07:58:00.000+06,0.57999999999999996,367.97,27.92
2019-09-01T15:49:00.000+06,0.89,2019-09-02T08:09:00.000+06,0.46,367.97,27.92
2019-09-02T07:54:00.000+06,0.24,2019-09-02T14:31:00.000+06,7.0000000000000007E-2,306,27.8
2019-09-02T08:56:00.000+06,0.23,2019-09-02T15:07:00.000+06,0.15,329.11,28.2
2019-09-01T16:06:00.000+06,0.86,2019-09-02T08:28:00.000+06,0.44,367.97,27.92
2019-09-02T15:55:00.000+06,0.85,2019-09-03T07:50:00.000+06,0.56000000000000005,367.97,27.92
2019-09-02T08:30:00.000+06,0.57999999999999996,2019-09-02T14:52:00.000+06,0.23,308,28.7
2019-09-02T16:27:00.000+06,0.95,2019-09-03T08:28:00.000+06,0.61,367.97,27.92
2019-09-02T09:28:00.000+06,0.36,2019-09-02T15:59:00.000+06,0.16,329.11,28.7
2019-09-02T16:35:00.000+06,0.96,2019-09-03T08:38:00.000+06,0.57999999999999996,367.97,27.92
2019-09-03T07:54:00.000+06,0.46,2019-09-03T14:40:00.000+06,0.39,305,27.8
2019-09-03T15:39:00.000+06,0.42,2019-09-04T07:38:00.000+06,0.21,329.62,27.92
2019-09-03T15:48:00.000+06,0.36,2019-09-04T07:52:00.000+06,0.18,329.62,27.92
2019-08-31T16:26:00.000+06,0.54,2019-09-01T08:21:00.000+06,0.38,291,28.3
2019-09-03T08:12:00.000+06,0.89,2019-09-03T14:56:00.000+06,0.71,306,28.2
2019-08-31T16:34:00.000+06,0.66,2019-09-01T08:11:00.000+06,0.24,289,27.7
2019-09-01T15:52:00.000+06,0.37,2019-09-02T08:09:00.000+06,0.02,293,28.3
2019-09-01T15:58:00.000+06,0.4,2019-09-02T08:21:00.000+06,0.14000000000000001,294,28
2019-09-03T16:15:00.000+06,0.93,2019-09-04T08:25:00.000+06,0.63,329.62,27.92
2019-09-01T16:18:00.000+06,0.33,2019-09-02T08:41:00.000+06,0.13,291,28.7
2019-09-03T16:21:00.000+06,0.91,2019-09-04T08:33:00.000+06,0.52,329.62,27.92
2019-09-01T16:25:00.000+06,0.33,2019-09-02T08:48:00.000+06,0.22,299,28.2
2019-09-02T15:32:00.000+06,1.1200000000000001,2019-09-03T08:08:00.000+06,0.25,473,28.5
2019-09-03T09:00:00.000+06,0.44,2019-09-03T15:33:00.000+06,0.34,329.11,28.3
2019-09-02T15:54:00.000+06,1.07,2019-09-03T08:25:00.000+06,0.08,468,28.5
2019-09-04T08:03:00.000+06,0.62,2019-09-04T14:14:00.000+06,0.54,310,29.2
2019-09-04T08:10:00.000+06,0.73,2019-09-04T14:27:00.000+06,0.26,308,28.2
2019-09-03T09:32:00.000+06,0.64,2019-09-03T15:53:00.000+06,0.15,329.11,28.8
2019-09-04T08:26:00.000+06,1.35,2019-09-04T14:37:00.000+06,0.8,320.67,27.8
2019-09-04T08:40:00.000+06,1.19,2019-09-04T14:49:00.000+06,0.82,320.67,28
2019-09-04T08:36:00.000+06,0.56999999999999995,2019-09-04T14:34:00.000+06,0.18,305,28.1
2019-09-04T08:50:00.000+06,1.0900000000000001,2019-09-04T14:58:00.000+06,0.84,320.67,28.2
2019-09-03T15:34:00.000+06,0.38,2019-09-04T08:15:00.000+06,0.26,293,28.2
2019-09-03T15:44:00.000+06,0.44,2019-09-04T08:25:00.000+06,0.05,286,28.7
2019-08-29T08:06:00.000+06,0.87,2019-08-29T14:49:00.000+06,0.45,318,27
2019-08-29T08:54:00.000+06,0.59,2019-08-29T15:22:00.000+06,0.27,297.82,28.2
2019-08-31T07:58:00.000+06,0.36,2019-08-31T14:35:00.000+06,0.01,326,28
2019-08-31T08:23:00.000+06,0.54,2019-08-31T14:56:00.000+06,0.05,313,28.2
2019-09-01T09:19:00.000+06,0.93,2019-09-01T15:21:00.000+06,0.42,329.11,29
2019-08-29T08:34:00.000+06,0.09,2019-08-29T15:22:00.000+06,0.03,329.62,27.94
2019-09-02T09:06:00.000+06,0.27,2019-09-02T15:17:00.000+06,0.2,329.11,28.2
2019-09-03T08:31:00.000+06,0.37,2019-09-03T15:12:00.000+06,0.13,329.11,28.2
2019-09-03T09:18:00.000+06,0.6,2019-09-03T15:43:00.000+06,0.41,329.11,28.4
2019-08-29T08:17:00.000+06,0.74,2019-08-29T15:24:00.000+06,0.55000000000000004,299,28.3
2019-09-04T09:00:00.000+06,1.19,2019-09-04T15:08:00.000+06,0.49,320.67,28
2019-09-03T08:06:00.000+06,0.6,2019-09-03T14:50:00.000+06,0.32,306,27.9
2019-09-04T09:15:00.000+06,1.1200000000000001,2019-09-04T15:16:00.000+06,0.56999999999999995,320.67,28.2
2019-08-29T09:00:00.000+06,0.56999999999999995,2019-08-29T15:32:00.000+06,0.27,297.82,28.3
2019-09-04T07:55:00.000+06,0.6,2019-09-04T14:02:00.000+06,0.38,308,27.7
2019-09-04T08:20:00.000+06,0.66,2019-09-04T14:46:00.000+06,0.22,307,28.2
2019-08-31T09:14:00.000+06,0.89,2019-08-31T15:40:00.000+06,0.56999999999999995,297.82,28.4
2019-08-31T15:57:00.000+06,0.64,2019-09-01T08:47:00.000+06,0.43,302,28.1
2019-09-02T09:15:00.000+06,0.27,2019-09-02T15:51:00.000+06,0.15,329.11,28.8
2019-08-29T08:31:00.000+06,1.02,2019-08-29T15:13:00.000+06,0.41,320,28
2019-08-31T08:45:00.000+06,0.53,2019-08-31T15:34:00.000+06,0.11,309,27.5
2019-09-02T15:41:00.000+06,1.23,2019-09-03T08:17:00.000+06,0.27,472,28.8
2019-09-02T16:01:00.000+06,1.19,2019-09-03T08:36:00.000+06,0.13,470,28.5
2019-09-02T08:45:00.000+06,0.28999999999999998,2019-09-02T14:56:00.000+06,0.14000000000000001,329.11,28.2
2019-09-02T16:11:00.000+06,1.08,2019-09-03T08:47:00.000+06,0.04,470,28.5
2019-09-03T16:03:00.000+06,0.39,2019-09-04T08:48:00.000+06,0.05,289,27.9
2019-09-01T08:37:00.000+06,0.63,2019-09-01T15:37:00.000+06,0.47,312,27.5
2019-09-02T08:45:00.000+06,0.67,2019-09-02T15:09:00.000+06,0.21,306,27.9
2019-09-03T08:40:00.000+06,0.95,2019-09-03T15:17:00.000+06,0.66,305,28.9
2019-09-01T15:57:00.000+06,0.81,2019-09-02T08:19:00.000+06,0.43,367.97,27.92
2019-09-02T16:05:00.000+06,0.91,2019-09-03T08:04:00.000+06,0.49,367.97,27.92
2019-08-31T16:20:00.000+06,0.61,2019-09-01T08:30:00.000+06,0.12,290,27.9
2019-09-03T16:03:00.000+06,0.65,2019-09-04T08:04:00.000+06,0.1,329.62,27.92
2019-09-01T08:00:00.000+06,0.75,2019-09-01T14:57:00.000+06,0.43,311,27.2
2019-08-31T15:43:00.000+06,0.59,2019-09-01T07:51:00.000+06,0.25,367.97,27.94
2019-09-03T16:10:00.000+06,0.44,2019-09-04T08:55:00.000+06,0.03,288,28.5
2019-09-02T08:17:00.000+06,0.56999999999999995,2019-09-02T14:57:00.000+06,0.37,309,28.1
2019-09-05T08:43:00.000+06,0.32,2019-09-05T14:48:00.000+06,0.12,320.67,28.1
2019-09-05T08:53:00.000+06,0.34,2019-09-05T14:59:00.000+06,0.06,320.67,28.1
2019-09-05T09:02:00.000+06,0.47,2019-09-05T15:13:00.000+06,0.04,320.67,28.2
2019-09-05T08:00:00.000+06,0.32,2019-09-05T14:37:00.000+06,0.22,310,28.1
2019-09-05T09:12:00.000+06,0.53,2019-09-05T15:22:00.000+06,0.09,320.67,28.6
2019-09-05T08:08:00.000+06,0.23,2019-09-05T14:47:00.000+06,0.22,307,27.7
2019-09-05T09:22:00.000+06,0.48,2019-09-05T15:33:00.000+06,0.1,320.67,28.2
2019-09-09T15:49:00.000+06,1.27,2019-09-10T08:22:00.000+06,0.93,297.82,27.5
2019-09-05T08:24:00.000+06,0.34,2019-09-05T15:02:00.000+06,0.24,304,28
2019-09-05T08:37:00.000+06,0.31,2019-09-05T15:08:00.000+06,0.23,307,28.1
2019-09-05T08:51:00.000+06,0.31,2019-09-05T15:21:00.000+06,0.28000000000000003,308,28.2
2019-09-05T08:14:00.000+06,0.56000000000000005,2019-09-05T15:06:00.000+06,0.25,329.62,27.92
2019-09-05T08:26:00.000+06,0.69,2019-09-05T15:14:00.000+06,0.33,329.62,27.92
2019-09-05T08:36:00.000+06,0.27,2019-09-05T15:27:00.000+06,0.1,329.62,27.92
2019-09-07T14:29:00.000+06,0.7,2019-09-08T07:22:00.000+06,0.43,306,27.7
2019-09-05T08:46:00.000+06,1.08,2019-09-05T15:43:00.000+06,0.75,329.62,27.92
2019-09-07T14:42:00.000+06,0.74,2019-09-08T07:24:00.000+06,0.3,308,27.6
2019-09-05T08:56:00.000+06,0.49,2019-09-05T15:52:00.000+06,0.24,329.62,27.92
2019-09-07T14:52:00.000+06,0.6,2019-09-08T08:11:00.000+06,0.27,310,27.6
2019-09-07T08:22:00.000+06,1.02,2019-09-07T15:00:00.000+06,0.65,329.62,27.92
2019-09-07T15:22:00.000+06,0.47,2019-09-08T08:21:00.000+06,0.18,320.67,27.7
2019-09-07T15:04:00.000+06,1.56,2019-09-08T07:58:00.000+06,1.19,308,27.7
2019-09-07T08:35:00.000+06,1.1100000000000001,2019-09-07T15:12:00.000+06,0.7,329.62,27.92
2019-09-07T15:19:00.000+06,1.86,2019-09-08T07:46:00.000+06,0.8,308,27.6
2019-09-07T15:37:00.000+06,0.31,2019-09-08T08:38:00.000+06,0.1,320.67,28
2019-09-05T09:09:00.000+06,0.51,2019-09-05T15:22:00.000+06,0.21,478,28.5
2019-09-07T08:45:00.000+06,1.04,2019-09-07T15:20:00.000+06,0.59,329.62,27.92
2019-09-07T15:52:00.000+06,0.94,2019-09-08T08:50:00.000+06,0.22,297.82,27.7
2019-09-08T14:50:00.000+06,0.91,2019-09-09T07:19:00.000+06,0.27,307,27.2
2019-09-07T16:02:00.000+06,0.84,2019-09-08T08:58:00.000+06,0.18,297.82,27.1
2019-09-08T15:03:00.000+06,0.74,2019-09-09T07:31:00.000+06,0.28000000000000003,310,27.1
2019-09-08T15:05:00.000+06,0.68,2019-09-09T08:34:00.000+06,0.4,297.82,26.9
2019-09-07T09:13:00.000+06,1.01,2019-09-07T15:47:00.000+06,0.86,329.62,27.92
2019-09-08T15:15:00.000+06,0.69,2019-09-09T07:42:00.000+06,0.12,306,27.5
2019-09-05T09:18:00.000+06,0.6,2019-09-05T15:29:00.000+06,0.09,473,28
2019-09-08T08:35:00.000+06,0.49,2019-09-08T15:05:00.000+06,0.31,367.97,27.92
2019-09-08T15:31:00.000+06,0.71,2019-09-09T07:54:00.000+06,0.23,305,27.3
2019-09-08T15:19:00.000+06,0.65,2019-09-09T08:46:00.000+06,0.36,297.82,27.1
2019-09-05T09:26:00.000+06,0.68,2019-09-05T15:36:00.000+06,0.31,292,28
2019-09-08T08:45:00.000+06,0.46,2019-09-08T15:14:00.000+06,0.25,367.97,27.92
2019-09-08T15:44:00.000+06,0.81,2019-09-09T08:00:00.000+06,0.31,305,27.3
2019-09-05T09:38:00.000+06,0.76,2019-09-05T15:45:00.000+06,0.47,294,28.2
2019-09-08T15:28:00.000+06,0.61,2019-09-09T08:53:00.000+06,0.4,297.82,27.4
2019-09-08T08:58:00.000+06,0.46,2019-09-08T15:19:00.000+06,0.28999999999999998,367.97,27.92
2019-09-09T14:49:00.000+06,0.57999999999999996,2019-09-10T07:43:00.000+06,0.19,309,28.1
2019-09-05T09:52:00.000+06,0.7,2019-09-05T15:53:00.000+06,0.57999999999999996,291,27.8
2019-09-08T15:41:00.000+06,0.59,2019-09-09T09:00:00.000+06,0.14000000000000001,297.82,27.3
2019-09-08T09:06:00.000+06,0.45,2019-09-08T15:27:00.000+06,0.27,367.97,27.92
